2021-2022学年度春季学期  本科生课程开课目录,,,,,,,,,,,,
开课院系,课程号,课序号,课程名,学分,任课教师,课容量,上课时间,上课周次,课程特色,选课文字说明,所属年级,是否二级选课
化工系,20340053,0,化工原理A(2),3,余立新,30,12,全周,,建议修过化工原理A(1)、物理化学,"2019
2018",否
,,0,,,,,34,单周,,,,
化工系,20340103,0,物理化学(1),3,牛志强,40,52,全周,"外文教材,中文授课",,2020,否
化工系,20340113,1,物理化学(2),3,卢滇楠,35,32,全周,"外文教材,中文授课",挑战班课程,2020,否
化工系,20340113,2,物理化学(2),3,陆奇,110,32,全周,"外文教材,中文授课",,2020,否
化工系,20340123,0,生物化学(1),3,于慧敏,70,52,全周,"外文教材,中文授课",,2020,否
化工系,30340104,1,反应工程基础,4,程易,30,"33,52",全周,"外文教材,中文授课",建议修过热力学和传递过程原理课程,2019,否
化工系,30340104,2,反应工程基础,4,王铁峰,30,"33,52",全周,"外文教材,中文授课",建议修过热力学和传递过程原理课程,2019,否
化工系,30340104,3,反应工程基础,4,颜彬航,30,"33,52",全周,"外文教材,中文授课",建议修过热力学和传递过程原理,2019,否
化工系,30340182,1,生物化工基础,2,李强,55,21,全周,,"建议修过生物化学,化工原理等课程。欢迎本系高分子专业,化学系,环境系,生物系,医学院高年级学生选修",2019,否
化工系,30340182,2,生物化工基础,2,张翀,35,21,全周,,"建议修过生物化学,化工原理等课程",2019,否
化工系,30340222,1,高分子物理实验,2,徐军,16,"23,24,25",1-12周,实验课,建议修过高分子物理,2019,否
化工系,30340222,2,高分子物理实验,2,徐军,17,"33,34,35",1-12周,实验课,建议修过高分子物理,2019,否
化工系,30340233,0,聚合物成型加工,3,徐军,40,42,全周,,建议修过高分子物理,2019,否
化工系,30340383,0,高分子材料仪器分析,3,和亚宁,40,32,全周,,"建议修过高分子化学,高分子物理",2019,否
化工系,30340424,1,化工系统工程基础,4,袁志宏,40,"13,31",全周,,,2019,否
化工系,30340424,2,化工系统工程基础,4,邱彤,50,"13,31",全周,,"建议修过微积分,化工原理",2019,否
化工系,30340461,0,化工原理（1）,1,余立新,120,21,单周,,化工专业课程,2021,否
化工系,30340472,0,化工原理(2),2,王凯,100,53,全周,,建议修过化工原理1,2020,否
化工系,40340332,0,聚合反应工程,2,骞伟中,35,21,全周,,"建议修过物理化学,高分子化学",2019,否
化工系,40340340,0,综合论文训练,15,卢滇楠,130,,全周,,化工系学生课程,2018,否
化工系,40340382,0,工业催化,2,张如范,50,42,全周,"外文教材,中文授课",,2019,否
化工系,40340393,0,高分子化学,3,唐黎明,40,22,全周,,建议修过有机化学,2020,否
化工系,40340582,0,生物质化学工程,2,赵雪冰,40,23,全周,外文授课≥50%,建议修过有机化学,2019,否
材料学院,00350102,0,金属功能材料导论,2,GODFREY ANDREW WILLIAM,25,36,全周,全外文授课;文化素质核心课;认证外文课;新生研讨课(大类),限:2021学生选课,,否
材料学院,00350171,0,纳米材料与未来科技,1,朱宏伟,25,26,前八周,文化素质课;新生研讨课(大类);通识选修课,限:2021学生选课,,否
材料学院,00350181,0,神奇的氧化物,1,沈洋,25,16,前八周,文化素质课;新生研讨课(大类);通识选修课,限:2021学生选课,,否
材料学院,00350201,0,环境材料的实践与发展,1,翁端,25,36,前八周,文化素质课;新生研讨课(大类);通识选修课,限:2021学生选课,,否
材料学院,20350042,1,工程材料,2,姚可夫,40,52,全周,,,2020,是
材料学院,20350042,2,工程材料,2,朱宏伟,30,52,全周,,,2020,是
材料学院,20350042,3,工程材料,2,邵洋,25,52,全周,,,2020,是
材料学院,20350042,4,工程材料,2,陈娜,25,52,全周,,,2020,是
材料学院,30350074,1,材料科学基础(2),4,刘光华,60,"21,42",全周,"外文教材,中文授课",,2020,否
材料学院,30350074,2,材料科学基础(2),4,冉锐,60,"21,42",全周,"外文教材,中文授课",,2020,否
材料学院,30350183,1,材料物理性能基础,3,唐子龙,60,32,全周,,,2019,否
材料学院,30350183,2,材料物理性能基础,3,孙竞博,50,32,全周,,,2019,否
材料学院,30350232,0,量子与统计B,2,赖文生,85,32,全周,,,2020,否
材料学院,30350262,0,固体物理学,2,符汪洋,25,21,全周,,,2020,否
材料学院,30350271,1,材料科学与工程实验（1）,1,李亮亮,40,,前八周,实验课,,2020,是
材料学院,30350271,2,材料科学与工程实验（1）,1,李亮亮,40,,后八周,实验课,,2020,是
材料学院,30350291,1,材料科学与工程实验（3）,1,林元华,55,,前八周,实验课,,2019,是
材料学院,30350291,2,材料科学与工程实验（3）,1,林元华,55,,后八周,实验课,,2019,是
材料学院,40350320,0,综合论文训练,15,吕瑞涛,120,,全周,,限:材料学院学生选课,2018,否
材料学院,40350362,0,薄膜材料与应用,2,李正操,30,12,全周,,,2019,否
材料学院,40350372,0,结构陶瓷材料及其应用,2,汪长安,45,11,全周,,,2019,否
材料学院,40350392,0,电子材料工学,2,唐子龙,50,21,全周,,,2019,否
材料学院,40350512,0,电子封装,2,刘锴,50,31,全周,,,2019,否
材料学院,40350532,0,计算材料学,2,刘剑波,60,52,全周,,,2019,否
材料学院,40350593,1,材料加工原理,3,李言祥,40,22,全周,,,2019,否
材料学院,40350593,2,材料加工原理,3,李文珍,40,22,全周,,,2019,否
材料学院,40350593,3,材料加工原理,3,陈祥,40,22,全周,,,2019,否
数学系,00420204,0,科学与工程计算基础,4,黄忠亿,40,"14,31",全周,,限:行健-力0学生选课,2020,否
数学系,10420252,1,复变函数引论,2,姚国武,160,21,全周,,,2021,否
数学系,10420252,2,复变函数引论,2,姚国武,150,23,全周,,,"2019
2020",否
数学系,10420252,3,复变函数引论,2,杨晓京,150,34,全周,,,2020,否
数学系,10420252,4,复变函数引论,2,杨晓京,150,41,全周,,,2020,否
数学系,10420262,0,数理方程引论,2,陈酌,100,21,全周,,,2020,否
数学系,10420402,0,初等数论,2,何翔,100,21,全周,,,2021,是
数学系,10420803,1,概率论与数理统计,3,史灵生,160,52,全周,,,2020,是
数学系,10420803,2,概率论与数理统计,3,唐宏岩,200,22,全周,,,2020,是
数学系,10420803,3,概率论与数理统计,3,唐宏岩,40,52,全周,,限:行健-力1学生选课,2021,是
数学系,10420803,4,概率论与数理统计,3,史灵生,180,32,全周,,,2020,是
数学系,10420803,5,概率论与数理统计,3,叶俊,120,32,全周,,,2020,是
数学系,10420803,6,概率论与数理统计,3,梁恒,120,32,全周,,,2020,是
数学系,10420803,7,概率论与数理统计,3,王小群,150,42,全周,,,2020,是
数学系,10420854,1,数学实验,4,谢金星,190,32,全周,,,"2019
2020",否
数学系,10420854,2,数学实验,4,杨顶辉,200,52,全周,,,2019,否
数学系,10420854,3,数学实验,4,殷东生,200,12,全周,,,2020,否
数学系,10420884,0,多元微积分,4,扈志明,120,"21,42",全周,,限:经管学院学生选课,2021,是
数学系,10420935,1,数学分析(2),5,陈志杰,60,"12,41",全周,,限:数学系、致理书院学生选课,2021,是
数学系,10420935,2,数学分析(2),5,何凌冰,60,"12,41",全周,,限:数学系、致理书院学生选课,2021,是
数学系,10420935,3,数学分析(2),5,张友金,155,"21,52",全周,,限:行健书院学生选课,2021,是
数学系,10421065,1,微积分A(2),5,崔建莲,130,"32,51",全周,,,2021,是
数学系,10421065,2,微积分A(2),5,章纪民,170,"33,52",全周,,,2021,是
数学系,10421065,3,微积分A(2),5,晏平,170,"33,52",全周,,,2021,是
数学系,10421065,4,微积分A(2),5,姚家燕,170,"33,52",全周,,,2021,是
数学系,10421065,5,微积分A(2),5,王晓峰,150,"33,52",全周,,限:致理书院学生选课,2021,是
数学系,10421065,6,微积分A(2),5,林润亮,160,"32,51",全周,,,2021,是
数学系,10421065,7,微积分A(2),5,邹文明,170,"32,51",全周,,限:电子信息类学生选课,2021,是
数学系,10421065,8,微积分A(2),5,郭玉霞,170,"32,51",全周,,限:电子信息类学生选课,2021,是
数学系,10421065,9,微积分A(2),5,章纪民,150,"32,51",全周,,,2021,是
数学系,10421065,10,微积分A(2),5,晏平,150,"32,51",全周,,,2021,是
数学系,10421065,11,微积分A(2),5,王振波,130,"32,51",全周,,,2021,是
数学系,10421065,12,微积分A(2),5,杨利军,160,"32,51",全周,,,2021,是
数学系,10421065,13,微积分A(2),5,林润亮,150,"21,42",全周,,,2021,是
数学系,10421065,14,微积分A(2),5,崔建莲,150,"12,31",全周,,,2021,是
数学系,10421065,15,微积分A(2),5,王晓峰,160,"12,31",全周,,,2021,是
数学系,10421065,16,微积分A(2),5,杨利军,160,"12,31",全周,,,2021,是
数学系,10421065,17,微积分A(2),5,YOO PHILSANG,160,"16,36",全周,,限:留学生、港澳台侨学生选课,2021,是
数学系,10421075,0,微积分B(1),5,鲁自群,70,"21,52",全周,,,2021,是
数学系,10421084,1,微积分B(2),4,扈志明,120,"12,31",全周,,,2021,是
数学系,10421084,2,微积分B(2),4,李鹏辉,110,"12,31",全周,,,2021,是
数学系,10421084,3,微积分B(2),4,杨晶,110,"12,31",全周,,,2021,是
数学系,10421084,4,微积分B(2),4,马连荣,120,"12,31",全周,,,2021,是
数学系,10421084,5,微积分B(2),4,左怀青,120,"12,31",全周,,,2021,是
数学系,10421084,6,微积分B(2),4,陈大广,40,"12,42",全周,,限:航15学生选课,2021,是
数学系,10421273,1,微积分C(2),3,蔡立,160,42,全周,,,2021,是
数学系,10421273,2,微积分C(2),3,黄冠,160,42,全周,,,2021,是
数学系,10421273,3,微积分C(2),3,HUANG YI,160,42,全周,,限:留学生、港澳台侨学生选课,2021,是
数学系,10421294,0,概率论与数理统计(社科类),4,梁恒,150,12,全周,,,2020,是
数学系,10421315,0,微积分A(2)(英),5,MCRAE ROBERT HAROLD,80,"26,46",全周,全外文授课;认证外文课,,,是
数学系,10421342,1,偏微分方程引论,2,朱毅,150,31,全周,,,2020,是
数学系,10421342,2,偏微分方程引论,2,曾惠慧,150,54,全周,,,2020,是
数学系,10421352,0,常微分方程,2,艾颖华,120,33,全周,,,2020,是
数学系,10421365,0,随机数学与统计,5,叶俊,200,"21,52",全周,,,"2019
2020",是
数学系,10421373,1,概率论与随机过程,3,吴昊,180,12,全周,,,2020,是
数学系,10421373,2,概率论与随机过程,3,唐宏岩,180,"24,25",全周,,,2020,是
数学系,10421382,1,高等线性代数选讲,2,曹晋,130,21,全周,,,2021,是
数学系,10421382,2,高等线性代数选讲,2,张贺春,120,21,全周,,,2021,是
数学系,10421382,3,高等线性代数选讲,2,张鼎新,170,11,全周,,,"2021
2020
2019",是
数学系,10421392,0,高等线性代数选讲（英）,2,杨一龙,70,26,全周,全外文授课;认证外文课,,2020,是
数学系,10421403,0,科学与工程计算基础,3,殷东生,70,52,全周,实践课,,2020,是
数学系,20420112,0,高等代数(2),2,张贺春,40,31,全周,,限:行健-力1学生选课,2021,是
数学系,20420134,1,高等线性代数(2),4,朱彬,90,"13,31",全周,,限:数学系、致理书院、行健书院学生选课,2021,是
数学系,20420134,2,高等线性代数(2),4,徐帆,90,"13,31",全周,,限:数学系、致理书院、行健书院学生选课,2021,是
数学系,20420134,3,高等线性代数(2),4,朱敏娴,90,"13,31",全周,,限:数学系、致理书院、行健书院学生选课,2021,是
数学系,20420143,0,微观数学,3,邱宇,100,42,全周,,,2021,是
数学系,30420105,1,高等微积分(2),5,艾颖华,120,"12,31",全周,,,2021,是
数学系,30420105,2,高等微积分(2),5,郑建华,40,"12,41",全周,,限:行健-力1学生选课,2021,是
数学系,30420261,0,数学专题讨论(2),1,林小雁,60,,前八周,,限:数学系学生选课,2019,否
数学系,30420334,1,测度与积分,4,韩小利,80,"14,31",全周,,限:数学系、数学与应用数学（辅）专业、致理书院学生选课,2020,否
数学系,30420334,2,测度与积分,4,张蓥莹,120,"14,31",全周,,限:数学系、数学与应用数学（辅）专业、致理书院学生选课,2020,否
数学系,30420334,3,测度与积分,4,卢旭光,120,"14,31",全周,,限:数学系、数学与应用数学（辅）专业、致理书院学生选课,2020,否
数学系,30420464,1,复分析,4,周坚,90,"11,42",全周,,限:数学系、数学与应用数学（第二学位）专业、数学与应用数学（辅）专业、致理书院学生选课,2020,否
数学系,30420464,2,复分析,4,刘思齐,90,"11,42",全周,,限:数学系、数学与应用数学（第二学位）专业、数学与应用数学（辅）专业、致理书院学生选课,2020,否
数学系,30420464,3,复分析,4,肖建,90,"11,42",全周,,限:数学系、数学与应用数学（第二学位）专业、数学与应用数学（辅）专业、致理书院学生选课,2020,否
数学系,40420084,0,离散数学方法,4,陆玫,90,"23,42",全周,,限:数学系学生选课,2019,否
数学系,40420193,0,数理方程与特殊函数,3,姚国武,150,42,全周,,,2020,否
数学系,40420520,0,综合论文训练,15,鲁自群,150,,全周,,限:数学系学生选课,2018,否
数学系,40420534,0,数学规划,4,张立平,100,"12,33",全周,,限:数学系、数学与应用数学（第二学位）专业学生选课,2019,否
数学系,40420614,0,泛函分析(1),4,瞿燕辉,120,"21,53",全周,外文授课≥50%,限:数学系、数学与应用数学（第二学位）专业学生选课,2019,否
数学系,40420624,1,概率论(1),4,梁宗霞,100,"23,41",全周,,限:数学系、数学与应用数学（辅）专业、致理书院学生选课,2020,否
数学系,40420624,2,概率论(1),4,荆文甲,100,"23,41",全周,,限:数学系、数学与应用数学（辅）专业、致理书院学生选课,2020,否
数学系,40420664,1,偏微分方程,4,简怀玉,50,"31,51",全周,,限:数学系、数学与应用数学（第二学位）专业学生选课,2019,是
数学系,40420664,2,偏微分方程,4,雍稳安,50,"31,51",全周,,限:数学系、数学与应用数学（第二学位）专业学生选课,2019,是
数学系,40420682,0,数学研讨课（1）,2,林小雁,50,,全周,,限:数学系学生选课,2019,否
数学系,40420764,0,应用分析,4,史作强,100,"14,32",全周,,,2019,否
数学系,40420784,0,代数学前沿基础,4,徐斌,120,"21,53",全周,,,2020,否
数学系,40420803,0,分析力学,3,颜文斌,120,52,全周,,,2020,否
数学系,40420814,0,线性回归,4,杨瑛,130,"13,41",全周,,限:数学系、数学与应用数学（第二学位）专业学生选课,2019,否
数学系,40420834,0,科研论文训练,4,吴昊,100,,全周,,,"2019
2020
2018",否
物理系,10430012,0,复变函数,2,李岩松,120,"21,42",后八周,,,"2021
2020",否
物理系,10430205,0,物理学导论,5,张卫华,80,"22,41",全周,,高中理科,2020,否
物理系,10430344,0,大学物理(1)(英),4,BISSET MICHAEL ANDREW,120,"16,36",全周,全外文授课;认证外文课,,2021,否
物理系,10430484,1,大学物理B(1),4,周树云,80,"11,42",全周,,,2021,否
物理系,10430484,2,大学物理B(1),4,马万云,80,"11,42",全周,,,2021,否
物理系,10430484,3,大学物理B(1),4,高飞,80,"11,42",全周,,,2021,否
物理系,10430484,4,大学物理B(1),4,戴松涛,80,"11,42",全周,,,2021,否
物理系,10430484,5,大学物理B(1),4,冯硝,80,"12,31",全周,,,2021,否
物理系,10430484,6,大学物理B(1),4,胡震,80,"12,31",全周,,,2021,否
物理系,10430484,7,大学物理B(1),4,李桂琴,80,"12,31",全周,,,2021,否
物理系,10430484,8,大学物理B(1),4,张卫华,80,"12,31",全周,,,2021,否
物理系,10430484,9,大学物理B(1),4,张留碗,80,"32,51",全周,,,2021,否
物理系,10430484,10,大学物理B(1),4,张有宏,80,"32,51",全周,,,2021,否
物理系,10430484,11,大学物理B(1),4,李岩松,50,"32,51",全周,,限:航15学生选课,2021,否
物理系,10430484,12,大学物理B(1),4,季帅华,153,"32,51",全周,,网上不选课，分基础教学,2021,否
物理系,10430484,13,大学物理B(1),4,张金松,60,"11,42",全周,,网上不选课，分基础教学,2021,否
物理系,10430484,14,大学物理B(1),4,李列明,65,"12,31",全周,,网上不选课，分基础教学,2021,否
物理系,10430484,15,大学物理B(1),4,李列明,80,"16,33",全周,,,,否
物理系,10430484,16,大学物理B(1),4,余京智,80,"26,46",全周,,限:留学生、港澳台侨学生选课,,否
物理系,10430494,0,大学物理B(2),4,马万云,140,"32,51",全周,,,2020,否
物理系,10430632,0,基础物理实验(1),2,朱美红,375,,全周,实验课,,2021,是
物理系,10430642,0,基础物理实验(2),2,朱美红,30,,全周,实验课,,2020,是
物理系,10430713,1,近代物理实验A组,3,孙文博,43,,全周,实验课,"已修普通物理实验；已选过本组课程的不能再选；一学期只能在A、B、C、D中选一组课程,电子讲义http://mpl.phys.tsinghua.edu.cn；第1周上实验绪论大课,受课容量限制，工物系一半同学春季学期选课，另外一半请秋季学期选课。","2019
2020",是
物理系,10430723,1,近代物理实验B组,3,王合英,75,,全周,实验课,"已修普通物理实验；已选过本组课程的不能再选；一学期只能在A、B、C、D中选一组课程,电子讲义http://mpl.phys.tsinghua.edu.cn；第1周上实验绪论大课,受课容量限制，工物系一半同学春季学期选课，另一半请秋季学期选课。","2019
2020",是
物理系,10430733,1,近代物理实验C组,3,陈宏,30,,全周,实验课,"已修普通物理实验；已选过本组课程的不能再选；一学期只能在A、B、C、D中选一组课程,电子讲义http://mpl.phys.tsinghua.edu.cn；第1周上实验绪论大课,受课容量限制，工物系一半同学春季学期选课，另外一半请秋季学期选课","2019
2020",是
物理系,10430743,1,近代物理实验D组,3,侯清润,30,,全周,实验课,"已修普通物理实验；已选过本组课程的不能再选；一学期只能在A、B、C、D中选一组课程,电子讲义http://mpl.phys.tsinghua.edu.cn；第1周上实验绪论大课,受课容量限制，工物系一半同学春季学期选课，另外一半请秋季学期选课","2019
2020",是
物理系,10430765,0,大学物理(2),5,王山鹰,145,"32,51",全周,,限:行健书院学生选课,2020,否
物理系,10430782,1,物理实验A(1),2,刘滢滢,60,13,全周,实验课,,2021,否
物理系,10430792,0,物理实验A(2),2,晋青珍,580,,全周,实验课,建议修过大学物理B1、B2，物理实验A(1)、B(1),2020,是
物理系,10430811,0,物理实验B(2),1,梁昌林,790,,全周,实验课,建议修过大学物理B1、B2，物理实验A(1)、B(1),2020,是
物理系,10430875,0,费曼物理学（2）,5,王青,40,"16,32",全周,,限:理科类（数理）学生选课,2021,否
物理系,10430934,1,大学物理A(1),4,张浩,135,"12,31",全周,,限:电子系、机械10、生医１１学生选课,2021,否
物理系,10430934,2,大学物理A(1),4,楼宇庆,135,"12,31",全周,,限:电子系、机械10、生医１１学生选课,2021,否
物理系,10430953,0,基础物理实验A(1),3,朱美红,142,,全周,实验课,,2021,是
物理系,10430972,0,基础物理实验A(3),2,郭旭波,105,,全周,实验课,,2020,是
物理系,10431014,0,物理学概论,4,李岩松,120,"22,41",全周,,,"2021
2020",否
物理系,10431042,0,基础物理实验（3）,2,朱美红,290,,全周,实验课,,2020,是
物理系,10431064,0,大学物理(1),4,安宇,80,"53,54",全周,,等同于大学物理B1,,否
物理系,10431074,0,物理学(1),4,陈信义,55,"22,41",全周,,限:新雅学生选课,2021,否
物理系,10431134,1,大学物理J1,4,安宇,57,"11,42",全周,,网上不选课。参加大学物理分基础考试且参加分班的《大学物理J》,2021,否
,,1,,,,,36,双周,,,,
物理系,10431134,2,大学物理J1,4,张斌,80,"32,51",全周,,网上不选课。参加大学物理分基础考试且参加分班的《大学物理J》,2021,否
,,2,,,,,53,双周,,,,
物理系,10431144,1,大学物理K1,4,张斌,52,"11,42",全周,,网上不选课。参加大学物理分基础考试且参加分班的《大学物理K》,2021,否
物理系,10431144,2,大学物理K1,4,王佳平,70,"32,51",全周,,网上不选课。参加大学物理分基础考试且参加分班的《大学物理K》,2021,否
物理系,10431174,0,大学物理CE,4,戴松涛,100,"12,31",全周,,限:土木类学生选课,2021,否
物理系,10431182,1,物理实验B,2,宋飞,80,"13,14",单周,实验课,限:行健书院学生选课,2020,否
物理系,10431182,2,物理实验B,2,宋飞,80,"13,14",双周,实验课,限:行健书院学生选课,2020,否
物理系,20430054,0,电动力学,4,王青,80,"13,34",全周,,,2020,否
物理系,20430064,0,量子力学,4,郭永,80,"31,52",全周,,建议修过大学物理、高等数学等,2020,否
物理系,20430084,0,统计力学,4,倪军,60,"32,51",全周,,,2020,否
物理系,20430154,0,量子力学（1）,4,徐湛,105,"12,31",全周,"外文教材,中文授课",,2020,否
物理系,20430183,0,统计力学（2）,3,吕嵘,40,"11,31",1-12周,,,2019,否
物理系,20430225,1,基础物理学(1),5,王山鹰,125,"11,42",全周,,限:未央书院学生选课,2021,否
物理系,20430225,2,基础物理学(1),5,蒋硕,125,"16,42",全周,全外文授课,限:未央书院学生选课; 多学时慢讲，建议希望巩固基础的学生选修,2021,否
物理系,20430225,3,基础物理学(1),5,CHEN SHAOMIN,125,"11,42",全周,,限:未央书院学生选课,2021,否
物理系,20430234,1,基础物理学(2),4,蒋硕,70,"32,51",全周,全外文授课,限:理科类（数理）、未央-电01学生选课,"2021
2020",否
物理系,20430234,2,基础物理学(2),4,魏斌,70,"32,51",全周,,限:理科类（数理）、未央-电01学生选课,"2021
2020",否
物理系,20430255,0,大学物理A(2),5,魏斌,70,"36,53",全周,,限:工物系学生选课,2021,否
物理系,20430265,1,基础物理学(3),5,缪海兴,95,"12,31",全周,,限:未央书院学生选课,2020,否
物理系,20430265,2,基础物理学(3),5,蒲以康,95,"12,31",全周,外文授课≥50%,限:未央书院学生选课,2020,否
物理系,20430265,3,基础物理学(3),5,KIM KIHWAN,95,"12,31",全周,全外文授课,限:未央书院学生选课,2020,否
物理系,30430014,0,计算物理,4,吴健,40,"14,32",全周,,,2019,否
物理系,30430094,0,广义相对论,4,BISSET MICHAEL ANDREW,40,"23,53",全周,全外文授课;认证外文课,,2019,否
物理系,30430132,0,研究性实验选题,2,蒋硕,25,,全周,实验课,,2020,是
物理系,30430153,0,数学物理方程,3,汪忠,90,32,全周,,,2020,否
物理系,30430233,0,概率论,3,梁恒,110,22,全周,,,2020,否
物理系,30430251,0,现代物理学概论,1,张广铭,120,41,前八周,,,2021,否
物理系,30430272,0,量子力学研讨课,2,何联毅,40,"54,55",7-14周,专题研讨课,,2020,否
物理系,40430013,0,天体物理,3,王晓锋,60,"33,34",全周,,,2019,否
物理系,40430024,0,核物理与粒子物理,4,肖志刚,40,"21,42",全周,,,2019,否
物理系,40430034,0,激光与近代光学,4,高健存,40,"22,41",全周,,,2019,否
物理系,40430260,0,综合论文训练,15,阮东,110,,全周,,,2018,否
物理系,40430303,0,专题研究课(1),3,阮东,30,,全周,,限:物理系学生选课,,否
物理系,40430313,0,专题研究课(2),3,阮东,120,,全周,,限:物理系学生选课,2019,否
物理系,40430354,0,固体物理（1）,4,朱邦芬,80,"24,52",全周,,建议修过普通物理、量子力学、统计力学,2019,否
化学系,10440012,1,大学化学B,2,王泉明,30,21,全周,,,"2021
2020",否
化学系,10440012,2,大学化学B,2,陈晨,120,23,全周,,,"2021
2020",否
化学系,10440012,3,大学化学B,2,曲良体,60,51,全周,,,2021,否
化学系,10440103,1,大学化学A,3,陈晨,160,12,全周,,,2021,否
化学系,10440103,2,大学化学A,3,刘凯,160,12,全周,,,2021,否
化学系,10440103,3,大学化学A,3,严清峰,52,12,全周,,,2021,否
化学系,10440103,4,大学化学A,3,冯琳,114,42,全周,,,2021,否
化学系,10440103,5,大学化学A,3,李强,30,32,全周,,限:行健-力1学生选课,2021,否
化学系,10440174,0,大学化学 H,4,李强,30,"13,53",全周,,,2021,否
化学系,20440104,1,有机化学A(1),4,巨勇,80,"33,53",全周,,建议修过普通化学,2021,否
化学系,20440104,2,有机化学A(1),4,胡跃飞,80,"21,53",全周,,,2021,否
化学系,20440104,3,有机化学A(1),4,章名田,60,"21,53",全周,,建议修过化学原理或具有同等知识水平,2021,否
化学系,20440104,4,有机化学A(1),4,罗三中,50,"32,51",全周,,建议修过普通化学或者大学化学,2021,否
化学系,20440104,5,有机化学A(1),4,王歆燕,70,"22,52",全周,,,2021,否
化学系,20440201,0,有机化学实验B,1,于莹,280,,全周,实验课,优先:化工系、生命学院、医学院、致理-生01学生选课；建议修过有机化学,"2021
2020",是
化学系,20440242,0,有机化学实验A(2),2,梁晓,100,,全周,实验课,建议修过有机化学实验A(1),2020,是
化学系,20440333,1,有机化学B,3,李必杰,60,"14,15",全周,,,2020,否
化学系,20440333,2,有机化学B,3,付华,60,52,全周,,,2021,否
化学系,20440333,3,有机化学B,3,刘强,70,22,全周,,建议修过化学原理,2021,否
化学系,20440333,4,有机化学B,3,李春,75,42,全周,,,2021,否
化学系,20440333,5,有机化学B,3,佟硕,77,"23,24",全周,,,2021,否
化学系,20440524,0,物理化学(1),4,张莹莹,30,"12,31",全周,,建议修过微积分,2020,否
化学系,20440532,0,无机及分析化学实验B,2,庄京,474,,全周,实验课,优先:环境学院、化工系、材料学院、生命学院、医学院、药学院、致理-生11、探微书院学生选课；建议修过无机及分析化学或化学原理课程,2021,是
化学系,20440582,0,无机化学,2,王训,90,51,全周,,建议修过化学原理,2021,否
化学系,20440602,0,物理化学实验A(2),2,孙科强,72,,全周,实验课,"优先:化学系学生选课；建议修过物理化学理论课,分析化学实验",2019,是
化学系,30440104,0,高分子化学导论,4,许华平,66,"11,32",全周,,建议修过有机化学A或B,2019,否
化学系,30440133,0,物理有机化学,3,席婵娟,80,12,全周,,"建议修过有机化学,物理化学,结构化学",2019,否
化学系,30440213,0,无机化学实验,3,崔爱莉,90,,全周,实验课,,2021,是
化学系,30440234,0,有机化学H1,4,李艳梅,60,"21,42",全周,,建议修过化学原理或大学化学,2021,否
化学系,30440234,1,有机化学H1,4,焦雷,40,"21,42",全周,,建议修过化学原理或大学化学,2021,否
化学系,30440251,0,有机化学H1基础研讨课,1,陈永湘,60,32,双周,,建议修过化学原理,2021,否
化学系,30440312,0,分析化学（B）,2,林金明,45,31,全周,,,2020,否
化学系,30440324,1,物理化学H2,4,尉志武,30,"13,31",全周,"外文教材,中文授课","建议修过微积分,物理化学H1",2020,否
化学系,30440324,2,物理化学H2,4,乔娟,30,"13,31",全周,"外文教材,中文授课","建议修过微积分,物理化学H1",2020,否
化学系,30440331,1,物理化学H2前沿研讨课,1,尉志武,30,41,双周,,"建议修过物理化学H1,H2",2020,否
化学系,30440331,2,物理化学H2前沿研讨课,1,乔娟,30,41,双周,,"建议修过物理化学H1,同时修物理化学H2",2020,否
化学系,40440011,0,仪器分析实验B,1,周云,67,,前八周,实验课,,2019,是
化学系,40440032,0,高等无机化学,2,王晓青,45,41,全周,,建议修过化学基础课,2019,否
化学系,40440102,0,仪器分析实验A,2,刘洋,45,,全周,实验课,,"2019
2020",是
化学系,40440122,1,仪器分析B,2,童爱军,80,51,全周,,"建议修过无机,有机,物化",2019,否
化学系,40440122,2,仪器分析B,2,朱永法,67,51,全周,,,2019,否
化学系,40440200,0,综合论文训练,15,王歆燕,65,,全周,,,2018,否
化学系,40440232,0,天然产物化学,2,巨勇,45,51,全周,,建议修过有机化学,2019,否
化学系,40440283,1,化学生物学,3,陈永湘,50,22,全周,,建议修过有机化学,2019,否
化学系,40440283,2,化学生物学,3,刘磊,40,22,全周,"外文教材,中文授课",,"2019
2020",否
化学系,40440332,0,现代高分子化学实验,2,于莹,32,,全周,实验课,"优先:化学系学生选课；建议修过有机化学实验,同时修或修完高分子化学导论",2019,是
化学系,40440373,0,学术研究方法(2),3,王训,25,,全周,,网上不选课,2020,否
化学系,40440382,0,微流控芯片细胞分析,2,林金明,60,21,全周,,,2019,否
化学系,40440401,0,科学研究训练（2）,1,向宇,21,,全周,,建议修过科学研究训练(1),2019,否
化学系,40440434,0,学术研究实践(2),4,王训,25,,全周,实践课,网上不选课,2019,否
生命学院,10450012,1,现代生物学导论,2,杨扬,150,51,全周,,,"2021
2020",否
生命学院,10450012,2,现代生物学导论,2,杨扬,150,41,全周,,,2021,否
生命学院,10450021,1,现代生物学导论实验,1,王洪钟,25,,2-15周,实验课,勿选：生命学院/医学实验班/药学实验班/协和/化生基科班/化生大类一年级学生勿选,2021,是
生命学院,10450021,2,现代生物学导论实验,1,王洪钟,95,,2-15周,实验课,勿选：生命学院/医学实验班/药学实验班/协和/化生基科班/化生大类一年级学生勿选,2021,是
